代码,地名
WTSFWZFDVB90,溧阳
WTTDPCGXTWUS,苏州
WTTDP3RN2FHT,虎丘
WTTCCH80FWRR,吴中
WTTF3NYNX9V0,相城
WTTF295B36E7,姑苏
WTTC34246TPK,吴江
WTTU59XQWGTU,常熟
WTTTR1VB4WE5,张家港
WTW48BWCWRFR,昆山
WTW4GTQ3D8BV,太仓
WTTVYTY1H0HF,南通
WTTYN5DEE05E,崇川
WTTYJPWNWDG6,港闸
WTWN7PBRX3RJ,通州
WTWPVE8TDSTJ,如东
WTWT00WUFMYT,启东
WTV8RDHRSTU0,如皋
WTWJMR1QCXH8,海门
WTV9HVT12RV9,海安
WWHUBFTRE77P,连云港
WWHVG800SD6K,连云
WWHUBHNHSXN8,海州
WWHWNSSE3NTF,赣榆
WWHKQTVXVDDC,东海
WWHG1S55YRKV,灌云
WWHCGUH42S6N,灌南
WTUXK27DXN0R,淮安
WTUYDYQNZ73S,淮安区
WTUXKD5HBN2U,淮阴区
WTUWUKKSCM9V,清江浦
WTUT2N16E9YJ,洪泽
WWHB4J3YB2MU,涟水
WTU78P6WBJG5,盱眙
WTUEU75ERN0K,金湖
WTVMWP4TCFT7,盐城
WTVMZNCD8D11,亭湖
WTVMW5D93FM6,盐都
WTVSV7GS42WD,大丰
WWJ48CUJQYN4,响水
WWJ1QCCEC7H5,滨海
WWJ0NJ7WY26S,阜宁
WWJ80M7QU06U,射阳
WTVNQJ58YK4W,建湖
WTVDCKPV15VD,东台
WTUBM40RTTUB,扬州
WTUBM9EEUXN3,广陵
WTUBJN87JTKZ,邗江
WTV02RTWKYJJ,江都
WTUV49RDG2ZX,宝应
WTSZ8484RK10,仪征
WTUFMXQM2DYS,高邮
WTSZNJUFDEP9,镇江
WTSZNMZSH2F7,京口
WTSZJJM4K9X5,润州
WTSYY1HFFDPE,丹徒
WTTN0CKJWBQ5,丹阳
WTTPQE63277W,扬中
WTSTZB2FNR8M,句容
WTV28G74FW3J,泰州
WTV2BEPNYDNT,海陵
WTTPZGGEZ968,高港
WTV3N04D9ZMK,姜堰
WTV5R2BHGKV1,兴化
WTTW0V1FN0EU,靖江
WTTR507GUDWK,泰兴
WWH1780CEFBR,宿迁
WWH14X18FKV8,宿城
WWH1HKMVPFDW,宿豫
WWH6NTJTTT4U,沭阳
WTURUDS1HRTG,泗阳
WTUN6JJ0VSJN,泗洪
WTMKQ069CCJ7,杭州
WTMKN3V5ZZP4,上城
WTMKQ9J9W5W9,下城
WTMKPHX3CWBD,江干
WTMKMZBFE71F,拱墅
WTMKJSBWTWPD,西湖
WTM7Z7SRBC17,滨江
WTME8U3BYPEU,萧山
WTMT13ZC35J8,余杭
WTM6CW2VVW48,富阳
WTM5UR1QW0QN,临安
WTM1E0VJ94EK,桐庐
WTK8KSE02PBV,淳安
WTHZDQ9J3QQ3,建德
WTQ3VZQP879N,宁波
WTQ3VU7BB6FN,海曙
WTQ6JCNY16W8,江北
WTQDKB86YU3K,北仑
WTQD3U1Z3SDM,镇海
WTQ3TQRKQ701,鄞州
WTQ2DT8GC08G,奉化
WTNXTNXJ2Y63,象山
WTNQE4Q8K5DE,宁海
WTQ4UFF9RTER,余姚
WTQ5WSKBZXXU,慈溪
WSVZ695PCF71,温州
WSVZ3KXMRYFJ,鹿城
WSVYVJ955QS4,龙湾
WSVZ0EF4XCF7,瓯海
WSYNKF69X852,洞头
WTJB4HS3XU64,永嘉
WSVTRTHMKTU5,平阳
WSVS7Y0X57DC,苍南
WSVQH3PW4Z3D,文成
WSVHU6CQYHW0,泰顺
WSVY110N4XR6,瑞安
WTN002CJ5K0D,乐清
WTMYGTZ7WZMY,嘉兴
WTMYUMUKSM74,南湖
WTMZ49N98592,秀洲
WTMZX85620Z4,嘉善
WTQJ8MC45K2X,海盐
WTMVDJU6PU6P,海宁
WTQN9UU06QU3,平湖
WTMWR8H2STU5,桐乡
WTMRU3PTDC3X,湖州
WTMRWCC28EGN,吴兴
WTMXS06SWBWE,南浔
WTMM9VZ6PS7X,德清
WTT22RH887PG,长兴
WTMN72H2DJU5,安吉
WTMDXTK6STK4,绍兴
WTMDXGDTS1BB,越城
WTMEJ7UZ1MF4,柯桥
WTMFY6YC7JSR,上虞
WTJZZ4K9YNTF,新昌
WTM3PFKGD19C,诸暨
WTMBM2F7YP9T,嵊州
WTJJ6TY7R0FK,金华
WTJJ2Z9CP0HZ,婺城
WTJJE9F5QTST,金东
WTJHQT468Q7X,武义
WTJPXCJYWMYU,浦江
WTJTK2QKW2KX,磐安
WTHYNPKFFDZ9,兰溪
WTJQSMBKCGCH,义乌
WTJQXFKB659G,东阳
WTJK7M54TWQZ,永康
WTHS8FW3RYBK,衢州
WTHSBF5GZDBN,柯城
WTHSF7DHTZE9,衢江
WTHK2VPDSNMR,常山
WTHJWWYY9CXF,开化
WTHTPUBBN20R,龙游
WTH7E3B2YK6Y,江山
WTQFSTR6DMK4,舟山
WTQFF2YX0JWG,定海
WTQFRH0PKS9T,普陀
WTQUHDZ742SN,岱山
WTRNF6JR5Z1W,嵊泗
WTN74CS48NB0,台州
WTN75JN9H56X,椒江
WTN4ZXD47G1F,黄岩
WTN6D4F4WFPU,路桥
WTNMDJ4HQCRY,三门
WTNJDNGQE3SF,天台
WTJU5R8GUYHF,仙居
WTN33UDGJZR3,温岭
WTNHH5UZKTCC,临海
WTN0N8UVPSPF,玉环
WTJ3BG5J683H,丽水
WTJ3BE42ZV8K,莲都
WTJ81H91XHK6,青田
WTJ6UR863G14,缙云
WTHFDN3Z06MV,遂昌
WTHCYG4TMB3H,松阳
WSVPBZH4YGYJ,云和
WSUTJH1D4J1V,庆元
WSVP4JXGM413,景宁
WSUXWZGCF5QK,龙泉
WTEMH46Z5N09,合肥
WTEMJRCVVPNG,瑶海
WTEMK79QR10U,庐阳
WTEMHNWW0T6B,蜀山
WTEKVK45X268,包河
WTG2F2B9DYU6,长丰
WTET35E43QSX,肥东
WTEK6Q2W6US6,肥西
WTE3UBBSQN4R,庐江
WTEGF0W764FN,巢湖
WTS4JZ3WMZMC,芜湖
WTS4MC9MZDPC,镜湖
WTS4JS2RHCZP,弋江
WTS4MYYQ3PU2,鸠江
WTS1E5SRHQ7U,三山
WTS34NSJCKB5,芜湖县
WTS0C9YW5EUJ,繁昌
WTKPUSV60CG0,南陵
WTEF53FXXNUU,无为
WTG7R0CSBHZ9,蚌埠
WTG7RJRKC1JS,龙子湖
WTG7QTS5ZCZY,蚌山
WTG7Q4CZWYZ0,禹会
WTG7W3QPX264,淮上
WTG7D6PB5VKY,怀远
WTGUD6V8EPFU,五河
WTGMT9TZ44HQ,固镇
WTG1WKHG98G5,淮南
WTG1XKXRXCUK,大通
WTG1WXT7P1DE,田家庵
WTG17P43HDN1,谢家集
WTG1DKZB05SG,八公山
WTG46R3TR6CK,潘集
WTG400BGM1U4,凤台
WTG137H870PQ,寿县
WTSK2DC1FHK3,马鞍山
WTSK2NZB4F92,花山
WTSK0RUJXNMJ,雨山
WTSE832M8GRH,博望
WTS72PD80470,当涂
WTEURQMY3KWD,含山
WTSHMW6QKUT4,和县
WW511U7JJ68Q,淮北
WW516K5Z0HHM,杜集
WW511W7NGXEQ,相山
WW50F48Y0143,烈山
WW50CNVQ64QC,濉溪
WT7ZCN9UKCZS,铜陵
WTEB1B0QM30H,铜官
WTEB071JWRYP,义安
WT7ZBEHWGP9G,郊区
WT7QDUY2MYY1,枞阳
WT7JXTC4NSMZ,安庆
WT7M86G5V7M9,迎江
WT7JYF8EW2Y7,大观
WT7JZB7C371F,宜秀
WT7NF83HBR41,怀宁
WT6YK858TVGG,潜山
WT6TJG95X75S,太湖
WT6ED2SH2P7E,宿松
WT6GRHGZCP1F,望江
WT6XX856R8B4,岳西
WTE0TK2RKE82,桐城
WTK1H2DTJ1U4,黄山
WTK1HDM78CE1,屯溪
WTKH25GWK92K,黄山区
WTK1SWQ6KSMG,徽州
WTK1YVWJ7586,歙县
WTK13M211D6G,休宁
WT7F78D4BHMK,黟县
WT79YV9J6GD4,祁门
WTSPU2JCPU6T,滁州
WTSPEZRV0DD3,琅琊
WTSPGVC6CSNS,南谯
WTU0WGQ4GN2M,来安
WTSNE79S49XY,全椒
WTG9J9USVXX2,定远
WTGDGRGCES45,凤阳
WTUD5BV5KCZ6,天长
WTGFKXQMM6BH,明光
WTF75T383SE2,阜阳
WTF754S5EV8V,颍州
WTF7HRBMJFDV,颍东
WTF774JHUPCK,颍泉
WTCUNS4QXWU9,临泉
WTFHWYRVM20T,太和
WTF1WH4G90Y7,阜南
WTF9TU15X2GE,颍上
WTFJ0EHJ0C17,界首
WTGPMFNHZW6H,宿州
WTGPMU22MZ76,埇桥
WW4EZ9GRP901,砀山
WW54KY3BFMZ3,萧县
WTGWFGT6CT2C,灵璧
WTGY6QVE5H6G,泗县
WTDUEP89WV0P,六安
WTDUEU1VNR0U,金安
WTDUD6N3923E,裕安
WTDMMBFJSUSW,叶集
WTDXVV3PZKGD,霍邱
WTE5HBCY43PQ,舒城
WTDKMY6Q7U8F,金寨
WTDDXHHYM2NZ,霍山
WW42DDHQT937,亳州
WW42DRPXTXVB,谯城
WTFWSWHU4KCH,涡阳
WTFVK8EEVCEB,蒙城
WTFSS4Y28PZU,利辛
WT7W3R63DQMH,池州
WT7WE4YHS47Y,贵池
WT75NZE35WSM,东至
WT7ECM6K62M1,石台
WT7Y3EXV0N15,青阳
WTS2N4R0GD1V,宣城
WTS2N4PBR954,宣州
WTS9PG0CQK87,郎溪
WTKZV3NVX9MZ,广德
WTKNWKB0RYYC,泾县
WTK74F1FKQ38,绩溪
WTKK30QCV1JG,旌德
WTKW72N8DVY5,宁国
WSSU6EXX52RE,福州
WSSU6SWYKMJ0,鼓楼
WSSU4ZQ6D7WR,台江
WSSU4N0Z7VJ9,仓山
WSSGY5V35CQZ,马尾
WSSU7K8V49R4,晋安
WSSGXXXY1YGK,长乐
WSSSYB7YF1Q6,闽侯
WSSVPCX44CGZ,连江
WSTN8KT9HVV0,罗源
WSST0MPYTDR0,闽清
WSSE4M6PTVE9,永泰
WST1JTV0U2C3,平潭
WSSFKD1VGEEB,福清
WS7GQBRNR6V8,厦门
WS7GNFTT1KYV,思明
WS7GMCC298MV,海沧
WSK52QUM8ZN2,湖里
WS7GZ62HZ7FN,集美
WSKH8TFNWW1K,同安
WSKH4DNJVNBP,翔安
WSS8S6CQZBPG,莆田
WSS8EVMHKZX6,城厢
WSS8Y1JBZPUE,涵江
WSS8SM7SRP86,荔城
WSKZ5N0G42QG,秀屿
WSS2KDKNUQVB,仙游
WSETKW23BDUT,三明
WSETKZPX8XNH,梅列
WSETK0KH29J0,三元
WSEQ4BW2MUQ1,明溪
WSEHFMCTX39R,清流
WSDVQQMCY4BM,宁化
WSEF1WXC251P,大田
WSSHCK0539DF,尤溪
WSEY0JUZ0UTQ,沙县
WSG8145193HS,将乐
WSG342BXFGKQ,泰宁
WSG0DS3006D0,建宁
WSE7YCD0RPP0,永安
WSKMS3KBE2JM,泉州
WSKMDQV4EHBK,鲤城
WSKME5B5PD5M,丰泽
WSKMUKDMV3H2,洛江
WSKWCVKYYD0V,泉港
WSKQRKED2DHM,惠安
WSKN97B53DDZ,安溪
WSS05CR7TY17,永春
WSS146HKQ8T9,德化
WSK5H226V4KW,金门
WSKKEVYQ9QHK,石狮
WSKM4Q76FR2E,晋江
WSKNJC9SVCMG,南安
WS7EMPWP7EQ3,漳州
WS7EMNTE8EBT,芗城
WS7EQMNJDJ9T,龙文
WS72JZVNG5T4,云霄
WS79K88R2WH8,漳浦
WS5QFQPG5BKZ,诏安
WS7SP3YVVUES,长泰
WS5WB4MYT24Q,东山
WS77QZDPR5R1,南靖
WS76THRM8172,平和
WS7W66Y8P6PC,华安
WS7G14CZSFRE,龙海
WSSP952Z8846,南平
WSSP91VC9V9P,延平
WSGGRZK2G3R8,建阳
WSGB2WG36FN7,顺昌
WSUQC4WVV1JZ,浦城
WSGKTZM47HJP,光泽
WSUKWGSVYEGQ,松溪
WSUE8QXCV9Z1,政和
WSGE9QD3F3V1,邵武
WSGVVZ6GFR4Y,武夷山
WSU1U2TVPV4W,建瓯
WS7NZ16DHEHU,龙岩
WS7NZ1KRFSM0,新罗
WS7H8K0HQJUX,永定
WSDDZW5QXSBP,长汀
WS6Y90NQYD7Y,上杭
WS6WCCM6N54S,武平
WSE42DNVB5T8,连城
WS7RZVWXHMCF,漳平
WSSZXXPU1B76,宁德
WSSZXY1127B3,蕉城
WSV2FTM76EJM,霞浦
WSSRNNXPEX1U,古田
WSU95KWS6GWP,屏南
WSUUR2C0RG4K,寿宁
WSUF73J3QW3J,周宁
WSV6BMHD0RZV,柘荣
WSV449Y2RJFK,福安
WSV7RXM8C130,福鼎
WT47HJP3HEMP,南昌
WT47JNXDRDZB,东湖
WT47H9XDJYVW,西湖
WT46VFGN0UR8,青云谱
WT4737UYM11F,湾里
WT47NWJMXSFE,青山湖
WT47789T9EG2,新建
WT46QJ3EUC9R,南昌县
WT4HJ7UZQJUC,安义
WT49MU95PR79,进贤
WT5QD22W4GKR,景德镇
WT5QD3W9X9C9,昌江
WT5QDYKEYQ0Z,珠山
WT5RH4DUEHBD,浮梁
WT5KC1U4MZ3T,乐平
WSBVNTZH3M2C,萍乡
WSBVR1T8GMD4,安源
WSBV7CX8VJD6,湘东
WSC42FZGEQW3,莲花
WSBYTE6SU0WQ,上栗
WSCJ4VFH7T69,芦溪
WT62ZWSX5CM0,九江
WT62Z37EEZFR,濂溪
WT63PK1YEZYT,浔阳
WT62MW8HMU0E,柴桑
WT1YE0MQ07KX,武宁
WT1MPHG242PZ,修水
WT4M5HFBP84R,永修
WT4QF7M5SS28,德安
WT4WE8RWN5QZ,都昌
WT69HSHVF39J,湖口
WT6FH5JH5GFZ,彭泽
WT62B5H6D352,瑞昌
WT4Q7JJ8PW6M,共青城
WT62Z5N49CH0,庐山
WSCWR06PNPFU,新余
WSCWPT88FMNQ,渝水
WSCW32KPHXVK,分宜
WT50ZFRU8TYY,鹰潭
WT50XJK5D5EG,月湖
WT506M9SZM12,余江
WT52GKHYZYP5,贵溪
WS9DZQ1QXHGR,赣州
WS9DYUXD78Q3,章贡
WS99GJQQHF99,南康
WS9G0VKRWJX1,赣县
WS98RK33PNGM,信丰
WS926PGJSP5V,大余
WS96Y0WPYKTD,上犹
WS960YW9R51R,崇义
WS6NCWC0UGE9,安远
WS3TGBS1XBEN,龙南
WS3UCX43CQB9,定南
WS3KVCWGJQMH,全南
WSDW8HE1JVY0,宁都
WSD5DKN38YTG,于都
WSDJBC5R3GDP,兴国
WSD3DSK6V9CK,会昌
WS6JZWJB2345,寻乌
WSDTZ1HZM7WZ,石城
WSDE0R63YVWV,瑞金
WSCF23JCKNQJ,吉安
WSCF2TUZXCE3,吉州
WSCF14EX1KWY,青原
WSC9YS79SJ3X,吉安县
WSCFGG5PGRY0,吉水
WSFJ0KHDPV0V,峡江
WSFJCZREYZHW,新干
WSF56TMW9CN7,永丰
WSC8QNV1640E,泰和
WS9MVCNZM7TP,遂川
WS9WEFSNZVEH,万安
WSCEB0RSP9FT,安福
WSC1R65EPUJ7,永新
WSC2020Z7CP8,井冈山
WSCQ4UBFXPTE,宜春
WSCQ5TJWH7TG,袁州
WT45389JSGG8,奉新
WSCRGZJ6U7BM,万载
WT18X545WJ6V,上高
WT197YKJRZ7N,宜丰
WT4H0ZE7CY44,靖安
WT16699XQ1MP,铜鼓
WT426TSKVT12,丰城
WSFPSVYRS57B,樟树
WT419M9Y7ZGP,高安
WSFXR95RZD21,抚州
WSFWYTUM7M71,临川
WT4BTG05DVQT,东乡
WSFUTZR67UPP,南城
WSG5K9FD12YG,黎川
WSFFGENXCZCB,南丰
WSFTBZ35BZPY,崇仁
WSFK5C2Z6DEG,乐安
WSFSSXKF6K1P,宜黄
WSGNC4TMF1NZ,金溪
WSGJXFXU0WQB,资溪
WSF8WUM8H6W2,广昌
WT5CU7PJK0RS,上饶
WT5CU22FHTT0,信州
WTH19R80C84G,广丰
WT5CERD8Z0HG,上饶县
WTH54V510EQZ,玉山
WT59N76XBY9H,铅山
WT59SJ9WQXGX,横峰
WT5984JCVRDQ,弋阳
WT4GR0EV95CB,余干
WT4UYZK90PC6,鄱阳
WT55RBXV8EYB,万年
WT5Y3SZC851N,婺源
WT5SEQ5VGX4H,德兴
WWE0TGW4PX6N,济南
WWE284B4BBUM,历下
WWE0W0NUVUJF,市中
WWE0S00VDXD2,槐荫
WWE0TUZRX4XE,天桥
WWE0XTRF5FPF,历城
WW7PBM8PNJUD,长清
WWE8FKWTX2PU,章丘
WWE67KHBPGXH,济阳
WW7WJ9SSV9R7,莱芜
WW7V0SRQUYT1,钢城
WW6Y3US63DJM,平阴
WWEK3CFHBB5R,商河
WWMT5Q64CR3G,青岛
WWMT5ZMFHXY8,市南
WWMT716RYYZN,市北
WWMKWU0KKVZP,黄岛
WWMTM7G9DRY8,崂山
WWMTSKH8YQNC,李沧
WWMWE96JVNUD,城阳
WWMWUYV0B7T9,即墨
WWMQ76G0JDNC,胶州
WWT31X8GJ8FW,平度
WWT9WPCRMD0K,莱西
WWECQQCKH37Z,淄博
WWEBH2ZZKMW6,淄川
WWECMKMEVJWC,张店
WW7Z9SXGBJ1H,博山
WWS17YZKJC3R,临淄
WWEC65NRD14N,周村
WWEFQFPJZ7T8,桓台
WWEG3N9FUYPW,高青
WWKJC42GB8F6,沂源
WW5QJDVC4NKQ,枣庄
WW5W6FVXU1BH,市中
WW5MUP4UEN0T,薛城
WW5TG9EJUTF9,峄城
WW5SXJ22GG4D,台儿庄
WW5X8VB2PY7F,山亭
WW5R9F45BCGR,滕州
WWSKUMUVE3TR,东营
WWSR3PYFVPVC,河口
WWSMC9JRR5WZ,垦利
WWSJ4Z50BDQU,利津
WWS4YK2HRUYG,广饶
WWWM51WDH1FX,烟台
WWWMD3UUQFEK,芝罘
WWWJR4ET3F8V,福山
WWWKXHF6M35C,牟平
WWWM7KTCG82S,莱山
WWTZER0UHBKF,长岛
WWTWNMZZPS9Q,龙口
WWTF6S501GEH,莱阳
WWT7906M5W3D,莱州
WWTZ5SZMQYVZ,蓬莱
WWTSEG0852FV,招远
WWTUJW38PPFN,栖霞
WWW1HZDEP8GQ,海阳
WWS8Z342UPZ7,潍坊
WWS8UQ5420B5,潍城
WWSC0Y8YQWYN,寒亭
WWS8X8DJ79MY,坊子
WWS8YF36CENQ,奎文
WWKRC0QBMJMV,临朐
WWS2ZC40FXVE,昌乐
WWS0XV7HRPDD,青州
WWKUV187JWKU,诸城
WWS3VCB99D29,寿光
WWKZ0RYU1K4N,安丘
WWMNUYZ2C5XC,高密
WWSCTPBRMDHU,昌邑
WW6CSB4BQYSD,济宁
WW6CMJDJ434E,任城
WW744X9JB264,兖州
WW5Q16G3NY6N,微山
WW4ZN7TCY0BK,鱼台
WW4XW2R1D3V6,金乡
WW69X0HBMQWF,嘉祥
WW6G686NKDZ0,汶上
WW76UT92V1CY,泗水
WW6E9MNYH59Q,梁山
WW74MVNHX8DP,曲阜
WW71MSQGYW39,邹城
WW7MBNP039PE,泰安
WW7MCKDBY7F5,泰山
WW7JZ5Y9R8ZJ,岱岳
WW753ZEPM723,宁阳
WW6U6KFG7TQW,东平
WW7SRGJ3PVKF,新泰
WW7JC4M7F0YF,肥城
WWWV6YM1F4ZV,威海
WWWV6FGFUY36,环翠
WWWG9K41ENS5,文登
WWX53WXDBY0N,荣成
WWW6J3P6W6B4,乳山
WWKCX8PB3YE6,日照
WWKCW318GJPW,东港
WWHZG1C62BEP,岚山
WWKG2KNFC740,五莲
WWKD2J1KE8WP,莒县
WWHPMHEV4CS4,临沂
WWHPKVN1B7SS,兰山
WWHP5E068244,罗庄
WWHPW5YPSX1Q,河东
WWK4PZEJZ06D,沂南
WWHHVN7U4GU0,郯城
WWK7E383W76V,沂水
WW5YM1KZEQDE,兰陵
WW7BSKXNSHX9,费县
WW79UWXD3XTH,平邑
WWK80H367EQ4,莒南
WW7G5WDH04T7,蒙阴
WWHQEUYR9RU3,临沭
WWDTN3X443VR,德州
WWDTN3D6R378,德城
WWDUKEEXJB7G,陵城
WWEN1MUX5HXQ,宁津
WWEQZJ9S2NRW,庆云
WWE5E2QJHQK4,临邑
WWE12ENZ81JW,齐河
WWDG3QTDZWHQ,平原
WWD6PWS97GJP,夏津
WWDE9PXW5NBU,武城
WWEQESS30VZ8,乐陵
WWDFJFZKGFZN,禹城
WW6RR5W09UKP,聊城
WW6RR28NEJY1,东昌府
WW6M6XKQM812,阳谷
WW6Q05KR43E2,莘县
WWD8J74TVQ4X,茌平
WW6WTMDTT6FE,东阿
WW6PD8VX3UYK,冠县
WWD9SZUP761S,高唐
WWD38U64V3UU,临清
WWEUSKZ4K1P9,滨州
WWEUVMYTH3FB,滨城
WWSN2P5DKT27,沾化
WWET1Z0BU6QH,惠民
WWEW5D74SS6T,阳信
WWEWSH99NTG8,无棣
WWS524GWKTBQ,博兴
WWE9Z1B3EF69,邹平
WW607X60CDS4,菏泽
WW60D38662MB,牡丹
WW4PTB7981VF,定陶
WW4NHUW7KNEF,曹县
WW4TCRNUSN1M,单县
WW4QUFMNX8NW,成武
WW693KQGUN33,巨野
WW66W0C9HBCR,郓城
WW64K72D30D4,鄄城
WW3BDWW8YKEM,东明
WW0V9QP93VS8,郑州
WW0V9JVYNWC8,中原
WW0V9C9B6YEV,二七
WW0VDXJ1BPHH,管城
WW0VFR2EUERG,金水
WW0W1DZCPQ6N,上街
WW0Y378GUEEZ,惠济
WW1J92W6TMP7,中牟
WW0MFCTTBVCC,巩义
WW0TU7X25TBT,荥阳
WW0SKJBZC6X9,新密
WW0GEYRDT0F3,新郑
WW0KH51FMCSX,登封
WW1MBZNSXN1M,开封
WW1Q444M0R4Q,龙亭
WW1MFR3EUQW8,顺河
WW1MCVJWFGY2,鼓楼
WW1MCGJKPY32,禹王台
WW1MSP3R5F6Y,祥符
WW1SECSHRFG1,杞县
WW1KHUFS83F7,通许
WW15Y1ZR4C4C,尉氏
WW1WHFC35YMQ,兰考
WQPUYY7S4GV2,洛阳
WQPVR4HUTRT6,老城
WQPVNJZ60FQ0,西工
WQPVRC7XNMRC,瀍河
WQPVJMRRPS1G,涧西
WW0N9C670PS3,吉利
WQPUZN3QU0QH,洛龙
WQPYNKT52YS4,孟津
WQPV8094SMJ5,新安
WQP25VRNY82K,栾川
WQPDQBUDPM6K,嵩县
WQPFR2F4HVQK,汝阳
WQPU2KPTW6QH,宜阳
WQP7SDTN18D0,洛宁
WQPGY1VXPC59,伊川
WW0JW67UUMPP,偃师
WW02P7XHT0KB,平顶山
WTBXCVVWGV3X,新华
WTBXFV7X18K5,卫东
WW02BEK9YDH8,石龙
WTBXFEC4SER7,湛河
WW02SZXJ3CYB,宝丰
WTBX726FWQJZ,叶县
WTBRCH772XTX,鲁山
WW0922H394YZ,郏县
WTBTRNNDX9ZJ,舞钢
WW04RS2Q9T9V,汝州
WW3M645C7VU9,文峰
WW3M6J4GNWC1,北关
WW3M2VSG55XX,殷都
WW3M36GRRPTQ,龙安
WW3M6GBCXPV8,安阳
WW3K6551HJ7F,汤阴
WW36MVNUT2TP,滑县
WW3SW87XUJ9X,内黄
WW2VNN34YPR7,林州
WW372S04V500,鹤壁
WW3HT9QF0RGY,鹤山
WW3HNNYPHZ0B,山城
WW372F92W3ME,淇滨
WW36YTSBB3YY,浚县
WW34W8VCHBGZ,淇县
WW2BZ4VP4ZYC,红旗
WW2BYFWJJFTX,卫滨
WW3121D1WKYR,凤泉
WW2BZVJ83JVK,牧野
WW2BZF5MQKGW,新乡
WW2BDHTQSUW1,获嘉
WW1P3KWMJ3X6,原阳
WW1PYWVGSFGV,延津
WW1R7SWJ51XF,封丘
WW381XGQVETF,长垣
WW317SR5ZWKC,卫辉
WW2CSZKC3PHE,辉县
WW2835D5K7BE,焦作
WW282RRS2F2Y,解放
WW22RQSXG9EB,中站
WW28DD4PFZ4S,马村
WW28349N3ETT,山阳
WW28MJMJWEFR,修武
WW22HFX01GNV,博爱
WW0XSJBB36PX,武陟
WW0QTNY3FZZQ,温县
WW0R9F15G9ZP,沁阳
WW0NW37GHRX1,孟州
WW3GD3N1D5CE,华龙
WW3U5X7UDMJ9,清丰
WW3VM2NJ4X3Z,南乐
WW6HH3BTCHDH,范县
WW6KU1X7HWMH,台前
WW3G3XDR3729,濮阳
WW0CWDZP17BC,许昌
WW0CTFQUC063,魏都
WW0FJUQZWUZD,建安
WW11YXTYUUEZ,鄢陵
WW08W61WE9KG,襄城
WW0DQH6QDTSM,禹州
WW0FSVSCCNKE,长葛
WTCP494CDTDN,漯河
WTCNFQTJ89KK,源汇
WTCP44TJ8VH0,郾城
WTCPH4KRB0VV,召陵
WTBY1J8ZZGEM,舞阳
WW102S9RC2VQ,临颍
WQPJF7T25VCT,三门峡
WQPJF4089RWV,湖滨
WQNVRSVYPSG6,陕州
WQPMYCTVGTZ3,渑池
WQNCXN85SS19,卢氏
WQPT9WJ1RVTB,义马
WQNU6UJJD4RU,灵宝
WTB58RQWFJC5,南阳
WTB5BB88DRS4,宛城
WTB58TBXWEYG,卧龙
WMZYW6MP8US5,南召
WTBM72S5FCE0,方城
WMZM2F3Q038U,西峡
WMZGCUGMSW32,镇平
WMZS10WDJYSC,内乡
WMZK2Z1K0R8G,淅川
WTBK1B945WX1,社旗
WTB4P8B739CF,唐河
WMZCH84F8XRU,新野
WTB8HKZ2GT2E,桐柏
WMZ9YMNNV393,邓州
WW45ZXMVB36N,商丘
WW45YWXD3T0C,梁园
WW45XSKNVP4C,睢阳
WW1V5GG4GKNJ,民权
WW1GFRRMV36Y,睢县
WW45BPMMYC2Q,宁陵
WW1CZDQBHSR6,柘城
WW47SNR6S8V1,虞城
WW4DDX7K1NKP,夏邑
WW4BCQVWRDK3,永城
WT9NG9P4ZDHG,信阳
WT9NER49RVET,浉河
WT9NSU5T2MR4,平桥
WT9RNJY4W7J9,罗山
WT9WNT5DH09S,光山
WT9EVYJF1525,新县
WTDHCVP8QVSS,商城
WTDR065W56GC,固始
WT9YC946C60E,潢川
WTF03ZXWQYHT,淮滨
WTC849PU6V0D,息县
WTCX2BMDDWHP,周口
WTCX2VDHGZTY,川汇
WW13FF2BPHMD,扶沟
WW12Q1N5Q2TT,西华
WTCQXZCNMT12,商水
WTCY42R3J76B,沈丘
WTCZMMY16W9U,郸城
WTCXYHM56P8X,淮阳
WW19V6R0NUR4,太康
WW40EVCGP195,鹿邑
WTCWQ97SK5CW,项城
WTC5DEFF6TD5,驻马店
WTC59FGT5T22,驿城
WTCJFSDUDE40,西平
WTCM228GGCX8,上蔡
WTCE86P00T7N,平舆
WTC36Y8UZ0MW,正阳
WTC4DE4CFE4J,确山
WTBD4SMPG6H6,泌阳
WTC7DP7NUJGG,汝南
WTCHD4U28XCH,遂平
WTCF23VYS4QP,新蔡
WW0P9B6381U6,济源
WT3Q0FW9ZJ3Q,武汉
WT3Q15127BGF,江岸
WT3Q05M8D0GQ,江汉
WT3JYZUB3PKY,硚口
WT3JYFXEDP1P,汉阳
WT3MC4WT3FKT,武昌
WT3Q6F0VYYG8,青山
WT3M9BFEN0YH,洪山
WT3NJN4YMV8N,东西湖
WT3H7VVXDGNX,汉南
WT3JFYFJ7T4T,蔡甸
WT3K9MJ39443,江夏
WT3RDE9WY1J4,黄陂
WT3XS24F3BU6,新洲
WT3GC9DRC209,黄石
WT3GFQ2E83RH,黄石港
WT3GG9EZF2J9,西塞山
WT3G8NNE5PV2,下陆
WT3EY9EXU019,铁山
WT3CV6N0FE3C,阳新
WT3G0PW95NTM,大冶
WMYC8VK3H18J,十堰
WMYC3Y8SV0MN,茅箭
WMYC8ZG8115H,张湾
WMYFCB88T5T4,郧阳
